60.48,53.48,40.84,55.66,49.94,
71.16,53.1,37.76,64.56,47.62,
79.4,50.16,28.32,71.68,45.9,
80.74,44.18,25.28,82.06,45.86,
80.06,29.88,22.26,90.2,48.54,
79.96,21.94,15.76,95.62,51.18,
81.54,13.04,14.6,96.26,49.28,
83.4,12.32,10.06,100.66,45.7,
70.46,51.06,55.24,35.42,57.24,
67.86,56.66,59.82,44.32,55.34,
74.68,59.26,68.2,33.42,59.44,
