59.84,49.34,49.42,51.72,45.8,
68.98,42.92,39.88,59.86,43.52,
74.98,41.14,36.22,62.44,43.38,
76.86,37.66,35.88,74.2,47.7,
84.92,33.14,31.76,80.54,52.66,
86.4,27.52,19.16,90.8,46.86,
87.9,19.16,16.76,92.66,47.48,
89.06,15.94,16.8,95.08,51.1,
90.02,14.24,14.86,96.88,49.5,
90.6,15.56,15.2,97.26,55.88,
92.64,11.54,13.84,98.32,61.58,
93.34,9.62,12.04,98.26,59.06,
